project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude,existing_kwh,proposed_kwh,kwh_proposed_annual_savings
1541,1752.0,816.0,15,Husky Liners,,,,"Anderson, Shields and Hyatt",2020-03-22 06:10:11.888438,2020-03-22 06:10:15.436373,2.0,5,False,True,1,48.0,7847.5,0.15,,1,23792.0,19333.33333333333,1,270.0,270.0,90.0,450.0,118260000.0,17.123287671232873,13500.0,3,3,86345.56800000001,86345.56800000001,,100250.15625,1.16,86.1301081513277,,,,,,,1226417.52,362961.84,863455.6799999998
1553,1812.0,145.0,188,Piggly Wiggly - Leland,21.0,Food Stores,2251.0,Kertzmann-DuBuque,2020-03-22 05:36:41.191952,2020-03-22 05:36:53.57755,2.0,5,False,True,2,1008.0,5460.0,0.1,,2,231728.0,16166.666666666668,2,143.0,386.0,139.0,73.0,11214840.0,45.78754578754579,2054.0,5,14,9205.56,9205.56,,49804.20925000006,5.43,18.483497958558573,112-A Village Rd NE,Leland,NC,28451.0,34.23677,-78.00429,202609.68,110554.08,92055.6
1553,1877.0,596.0,188,Piggly Wiggly - Leland,21.0,Food Stores,2251.0,Kertzmann-DuBuque,2020-03-22 05:37:01.958648,2020-03-22 05:37:13.000989,2.0,5,False,True,2,1008.0,5460.0,0.1,,2,231728.0,16166.666666666668,2,143.0,386.0,139.0,73.0,11214840.0,45.78754578754579,2054.0,5,14,2908.542,2908.542,,17063.773875000006,5.9,17.04512742202521,112-A Village Rd NE,Leland,NC,28451.0,34.23677,-78.00429,202609.68,173524.26,29085.419999999984
1553,2003.0,669.0,188,Piggly Wiggly - Leland,21.0,Food Stores,2251.0,Kertzmann-DuBuque,2020-03-22 05:37:13.271987,2020-03-22 05:37:24.433703,2.0,5,False,True,2,1008.0,5460.0,0.1,,2,231728.0,16166.666666666668,2,143.0,386.0,139.0,73.0,11214840.0,45.78754578754579,2054.0,5,14,7936.656000000001,7936.656000000001,,41412.819250000015,5.23,19.16473242762867,112-A Village Rd NE,Leland,NC,28451.0,34.23677,-78.00429,202609.68,123243.12,79366.56
1559,1799.0,1903.0,307,Swaner Eco Center Fluorescent Phase,,,2339.0,"Tillman, Mann and Berge",2020-03-22 03:12:56.739383,2020-03-22 03:13:00.435994,,5,False,True,3,36.0,2785.0,0.1,,3,4572.0,22666.66666666667,3,125.0,142.0,94.0,50.0,3180560.0,53.7846856340007,1174.0,4,5,1038.826,1038.826,,2062.0,1.98,50.37953443258972,,,,,,,17314.38,6926.12,10388.260000000002
1578,1805.0,1894.0,102,National Wholesale Liquidators ,52.0,Retail,2249.0,"Collier, Stroman and Auer",2021-04-28 21:57:24.594741,2021-04-28 21:57:27.833871,2.0,5,False,True,1,4.0,4706.0,0.165,,1,486.0,24000.0,1,0.0,0.0,,,,,,1,1,0.0,0.0,,3000.0,,0.0,,,,,,,391183.936,391183.936,0.0
1579,1806.0,1905.0,102,40 Columbia NJ LLC Plant,34.0,Manufacturing Facility,2249.0,"Collier, Stroman and Auer",2020-03-22 01:55:02.662914,2020-03-22 01:55:11.241266,2.0,5,False,True,4,55.0,2860.0,0.15,,4,38896.0,20800.0,4,529.0,550.0,143.0,540.0,23921040.0,209.79020979020981,8364.0,12,15,6145.854,7933.854,,2424.0,0.31,327.30420792079207,,,,,,,64893.4,23921.04,40972.36
1580,1807.0,1906.0,102,Party Rental LTD Proposal ,62.0,Warehouse (Not Refrigerated),2249.0,"Collier, Stroman and Auer",2020-03-22 02:49:37.93413,2020-03-22 02:49:53.262047,2.0,5,False,True,2,56.0,8592.0,0.175,,2,11368.0,18500.0,2,3708.0,3708.0,750.0,420.0,344058048.0,81.47113594040967,40044.0,14,14,66886.1424,86986.1424,,11767.0,0.14,739.2380589784991,,,,,,,833595.84,451389.31200000003,382206.528
1589,1828.0,151.0,193,Sparky's - Beverly Hills,58.0,Small Services,2251.0,Greenholt-Mraz,2020-03-22 03:06:18.381642,2020-03-22 03:06:22.074142,2.0,5,False,True,5,30.0,2496.0,0.16,,5,9350.0,16500.0,5,55.0,55.0,55.0,86.9,2268614.4,90.14423076923076,908.9,5,5,664.974336,664.974336,,1056.630632,1.59,62.93347134384421,9221 W. Olympic Blvd,Beverly Hills,CA,90212.0,34.059677,-118.39246999999999,6784.128000000001,2628.0384,4156.089599999998
1595,1849.0,95.0,193,Los Angeles Airport Marriott,32.0,Lodging (Hotels/Motels),2251.0,Greenholt-Mraz,2021-04-28 21:47:37.956266,2021-04-28 21:47:46.825546,2.0,5,False,True,1,660.0,6556.0,0.16,,1,122580.0,22545.454545454544,1,0.0,0.0,,,,,,1,1,4.54747350886464e-13,4.54747350886464e-13,,0.0,,inf,5855 West Century Boulevard,Los Angeles,CA,90045.0,33.94572,-118.38488000000001,676431.2159999999,676431.2159999999,0.0
1604,1832.0,723.0,26,Project 3.0,2.0,Bakery,2238.0,Toy LLC,2020-03-22 03:13:27.406974,2020-03-22 03:13:32.988992,2.0,5,False,True,3,384.0,3665.0,0.11,,3,83136.0,15833.333333333332,3,72.0,156.0,93.0,125.0,9920800.0,59.3646669815777,1930.0,4,8,1355.6672,13273.5255333333,,5494.200000000002,0.41,241.5915971994704,,,,,,,27458.12,11397.28,16060.839999999998
1606,1834.0,625.0,332,3.0 Test Project 3/5/18,1.0,Auto Related,2232.0,"Beahan, Kassulke and Kub",2020-03-22 03:13:46.076085,2020-03-22 03:13:48.195143,2.0,5,False,True,1,36.0,6880.0,0.08,,1,3084.0,11666.66666666667,1,1.0,1.0,1.0,16.5,82500.0,5.0,16.5,1,1,138.2,178.96723122866902,50.0,24.93525,0.14,717.7278400203287,1234 Main,Los Angeles,CA,12345.0,34.036583,-118.25988999999998,2500.0,772.5,1727.5
1612,1839.0,1968.0,212,The Corner Store,41.0,Office/Retail,2222.0,Emard Inc,2020-03-21 23:54:21.865627,2020-03-21 23:54:26.268994,2.0,5,False,True,2,16.0,3490.0,0.1,,2,4224.0,13000.0,2,30.0,30.0,30.0,74.0,2398860.0,80.5233579206182,822.0,2,2,472.19400000000013,472.19400000000013,,1081.716,2.29,43.65230799951191,208 W Main St ,Sandy,UT,84093.0,40.59298,-111.884155,7120.8,2398.86,4721.940000000001
1612,1840.0,1969.0,212,The Corner Store,41.0,Office/Retail,2222.0,Emard Inc,2020-03-21 23:54:19.252044,2020-03-21 23:54:21.588056,2.0,5,False,True,2,16.0,3490.0,0.1,,2,4224.0,13000.0,2,30.0,30.0,30.0,74.0,2398860.0,80.5233579206182,822.0,2,2,472.19400000000013,472.19400000000013,,1081.716,2.29,43.65230799951191,208 W Main St ,Sandy,UT,84093.0,40.59298,-111.884155,7120.8,2398.86,4721.940000000001
1614,1841.0,666.0,334,Sample Project,,,,Cronin and Sons,2020-03-22 03:11:07.911861,2020-03-22 03:11:15.088329,2.0,5,False,True,5,273.0,4038.333333333333,0.10099999999999999,,5,240240.0,25714.285714285717,5,916.0,2744.0,1038.0,466.0,213028320.0,105.78730965515815,51870.0,9,25,25359.16686,25359.16686,1000.0,89968.40933333334,3.55,28.186745823241328,1234 Main,Boise,ID,83705.0,43.618342999999996,-116.2084,470078.78,218997.92,251080.86
1617,1842.0,1918.0,7,Retrolux Ed test,,,,Bartoletti and Sons,2020-03-22 03:11:15.2088,2020-03-22 03:11:18.388824,,5,False,True,1,6.0,4800.0,0.1,,1,345.0,10500.0,1,10.0,10.0,10.0,7.0,336000.0,10.416666666666666,70.0,1,1,254.40000000000003,254.40000000000003,,230.0,0.9,110.60869565217392,,,,,,,4200.0,1656.0,2544.0
1618,1843.0,1935.0,335,Test,,,,"Kling, Kirlin and Lesch",2020-03-22 03:09:25.291291,2020-03-22 03:09:26.888937,,5,False,True,1,16.0,4800.0,0.1,,1,960.0,1500.0,1,10.0,10.0,10.0,7.0,0.0,0.0,70.0,1,1,0.0,0.0,,20.0,,0.0,,,,,,,0.0,0.0,0.0
1624,2009.0,1993.0,315,Volk Properties: Park View Plaza,,,2249.0,Hackett-Welch,2020-03-22 03:04:49.13618,2020-03-22 03:04:55.610628,2.0,5,False,True,4,32.0,2920.0,0.15,,4,32576.0,13500.0,4,92.0,92.0,46.0,480.0,11446400.0,102.7397260273973,3920.0,7,8,5276.585999999998,5276.585999999998,,10259.10974,1.94,51.43317630599786,,,,,,,47569.72,12392.48,35177.240000000005
1634,1887.0,45.0,342,RISE Engineering - Comcast - Lebanon PA,40.0,Office (General Office Types),,Kirlin Group,2020-03-22 01:25:46.843631,2020-03-22 01:26:12.394308,2.0,5,False,True,14,4128.0,4373.833333333333,0.1,,14,6035652.0,16562.5,14,7833.0,7843.0,399.0,1500.7,51487173.0,2233.2811784866576,11093.8,59,61,12661.3716,12661.3716,,70044.75,5.53,18.076117910335885,,,,,,,208697.55399999997,82083.838,126613.716
1634,1892.0,274.0,342,RISE Engineering - Comcast - Lebanon PA,40.0,Office (General Office Types),,Kirlin Group,2020-03-22 01:26:12.789458,2020-03-22 01:26:38.34923,2.0,5,False,True,13,4128.0,4373.833333333333,0.1,,13,5604534.0,16562.5,13,8360.0,8370.0,461.0,1900.7,79440554.0,2032.6825749494767,17082.8,59,61,10979.222599999996,10979.222599999996,,44868.38000000001,4.09,24.46984401932941,,,,,,,208697.55399999997,98905.32800000001,109792.226
1635,1886.0,1978.0,342,RISE Engineering - Comcast - Harrisburg PA,40.0,Office (General Office Types),,Kirlin Group,2020-03-22 01:24:31.917926,2020-03-22 01:25:46.402562,2.0,5,False,True,1,15276.0,3316.666666666666,,,1,861084.0,19842.10526315789,1,6405.0,6405.0,183.0,840.0,11023200.0,2223.6857510830123,4392.0,35,35,0.0,0.0,,1787.5,,0.0,,,,,,,694272.74,664418.24,29854.5
1638,1858.0,1919.0,307,Bahnhof Sport Park City,52.0,Retail,2339.0,"Tillman, Mann and Berge",2020-03-22 03:10:19.008735,2020-03-22 03:10:21.9837,2.0,5,False,True,3,9.0,4745.0,0.1,,3,2808.0,15333.333333333332,3,171.0,219.0,219.0,29.5,10922990.0,31.612223393045312,2302.0,3,6,2151.8575,2151.8575,,1732.0,0.8,124.24119515011549,693 Main St. ,Park City,UT,84060.0,40.646522999999995,-111.49761000000001,32441.565,10922.99,21518.575
1647,1891.0,1984.0,307,Creekside Kids Academy,55.0,Schools (Preschool/Elementary),2339.0,"Tillman, Mann and Berge",2020-03-22 03:06:07.331865,2020-03-22 03:06:10.405035,2.0,5,False,True,5,5.0,2880.0,0.109,,5,1000.0,18000.0,5,87.0,131.0,131.0,51.5,4109760.0,78.125,1427.0,5,7,847.2700799999999,847.2700799999999,,2678.0,3.16,31.638165795369677,,,,,,,11882.88,4109.76,7773.119999999999
1652,1873.0,1895.0,276,Grand Savings Bank ,3.0,Banks,2239.0,Maggio Inc,2020-03-19 06:56:29.264268,2020-03-19 06:56:38.991657,2.0,5,False,True,6,792.0,4784.0,0.08,,6,593208.0,20333.33333333333,6,5946.0,5946.0,316.0,1671.0,51946336.0,595.0663919413919,13869.0,40,40,6761.46432,7100.45091655182,1600.0,28383.0,4.0,25.01656243720473,,,,,,,136464.64,51946.335999999996,84518.304
1652,1960.0,1896.0,276,Grand Savings Bank ,3.0,Banks,2239.0,Maggio Inc,2020-03-19 06:56:39.167791,2020-03-19 06:56:47.464023,2.0,5,False,True,6,792.0,4784.0,0.08,,6,593208.0,20333.33333333333,6,5946.0,5946.0,316.0,1671.0,51946336.0,595.0663919413919,13869.0,40,40,6761.464320000001,7100.45091655182,3446.0,26537.0,3.74,26.75679585692361,,,,,,,136464.64,51946.335999999996,84518.304
1664,1879.0,1200.0,276,Yaffe Iron & Mettal Company - Office Building,,,2239.0,Maggio Inc,2020-03-22 00:45:33.215454,2020-03-22 00:45:51.131957,2.0,5,False,True,8,1504.0,1982.5,0.075,,8,2272544.0,20500.0,8,3895.0,3895.0,257.0,1564.0,20679880.0,1124.3252361673412,8628.0,52,52,3694.4895,3997.0065522006103,4000.0,14495.0,3.63,27.57507107416772,1200 South G. Street,Muskogee,OK,74403.0,35.73403,-95.365234,69939.74,20679.88,49259.86
1671,1921.0,1194.0,188,Piggly Wiggly - Ahoskie,21.0,Food Stores,2251.0,Kertzmann-DuBuque,2020-03-22 05:37:31.229883,2020-03-22 05:37:55.082606,2.0,5,False,True,2,2970.0,6111.666666666665,0.095,,2,600270.0,18888.88888888889,2,943.0,3772.0,544.0,225.0,42943500.0,140.04900322975834,8160.0,15,60,20935.6858,22493.748925,,67207.40349999999,2.99,33.46915332772825,1007 E. Memorial Drive,Ahoskie,NC,27910.0,36.27717,-76.97803499999998,414607.485,194231.845,220375.64
1675,1889.0,1985.0,193,Horizon Management - Villa Alicante,9.0,Commercial Condos,2251.0,Greenholt-Mraz,2020-03-22 03:04:55.736771,2020-03-22 03:05:00.853115,2.0,5,False,True,3,15.0,4368.0,0.2,,3,2085.0,16666.666666666668,3,228.0,228.0,114.0,82.0,6825000.0,68.68131868131869,1562.5,6,6,3279.0576,3279.0576,1311.44,2158.8671199999994,0.66,151.88788460495897,13065 Mindanao Way,Marina del Rey,CA,90292.0,33.98733,-118.435074,23220.287999999997,6825.0,16395.288
1679,1897.0,1210.0,15,816 Main Blvd.,65.0,Other,,"Anderson, Shields and Hyatt",2020-03-22 05:35:38.238477,2020-03-22 05:35:49.874059,2.0,5,False,True,7,64.0,3120.0,0.1,,7,23240.0,20625.0,7,10483.0,18599.0,2741.0,345.0,122821920.0,480.76923076923066,39366.0,30,41,17400.24,17400.24,,48793.38775,2.8,35.661061472412314,,,,,,,296824.32,122821.92,174002.40000000002
1691,1935.0,1214.0,15,Signature Flight Wichita,,,,"Anderson, Shields and Hyatt",2020-03-22 05:35:25.06593,2020-03-22 05:35:28.526008,2.0,5,False,True,3,15.0,2190.0,0.2,,3,14205.0,24000.0,3,910.0,964.0,346.0,855.0,105777000.0,251.1415525114156,48300.0,6,9,25462.691999999995,25462.691999999995,,143464.455,5.63,17.748432529855567,1980 S Airport Rd.,Wichita ,KS,67209.0,37.6589,-97.42424,233090.46,105777.0,127313.46
1691,1936.0,1215.0,15,Signature Flight Wichita,,,,"Anderson, Shields and Hyatt",2020-03-22 05:35:28.623464,2020-03-22 05:35:31.632588,2.0,5,False,True,3,15.0,2190.0,0.2,,3,14205.0,24000.0,3,910.0,964.0,346.0,886.0,108659040.0,251.1415525114156,49616.0,6,9,24886.284,24886.284,,130762.305,5.25,19.031695716896397,1980 S Airport Rd.,Wichita ,KS,67209.0,37.6589,-97.42424,233090.46,108659.04,124431.42
1692,1917.0,1219.0,276,Freshman Academy Cafeteria,,,2239.0,Maggio Inc,2020-03-22 00:26:19.046375,2020-03-22 00:26:20.727702,2.0,5,False,True,1,1.0,1820.0,0.07,,1,275.0,10000.0,1,28.0,28.0,28.0,85.0,4331600.0,54.94505494505494,2380.0,1,1,677.768,678.013410801326,,16800.0,,4.035794111912654,,,,,,,14014.0,4331.6,9682.4
1695,1920.0,1222.0,276,MK Tooling,,,2239.0,Maggio Inc,2020-03-22 00:36:58.472441,2020-03-22 00:37:24.446762,2.0,5,False,True,10,1120.0,3250.0,0.08,,10,1767360.0,16300.0,10,868.0,868.0,170.0,1568.0,32584760.0,711.5384615384613,12571.0,32,32,4255.6384,4554.337917254829,7300.0,27067.0,5.94,16.82616439670015,425 South 122nd East Avenue,Tulsa,OK,74128.0,36.154545,-95.84089,85780.24,32584.76,53195.48000000001
1699,2007.0,835.0,315,Volk Properties: Valencia Mercado,43.0,Parking Lots,2249.0,Hackett-Welch,2020-03-22 03:04:39.237375,2020-03-22 03:04:45.141709,2.0,5,False,True,8,110.0,2920.0,0.16,,8,160248.0,11600.0,8,125.0,137.0,66.0,603.0,11020080.0,196.91780821917808,3774.0,13,16,4776.6528,4776.6528,,9530.58515,2.0,50.11919756049815,,,,,,,41493.2,11639.12,29854.079999999994
1700,1925.0,866.0,280,26 Bakery_85,,,2249.0,"Dicki, Swift and Lemke",2020-03-22 06:19:28.367181,2020-03-22 06:19:30.766645,2.0,5,False,True,1,1.0,4368.0,0.11,,1,465.0,10000.0,1,98.0,98.0,49.0,480.0,51367680.0,22.893772893772894,11760.0,2,2,5297.2919999999995,5297.2919999999995,1470.0,13141.8,2.48,40.30872483221477,,,,,,,99524.88,51367.68,48157.2
1705,1927.0,82.0,345,50 W. 97th Street LED Upgrade,37.0,Multi-Family (Common Areas),,Mills LLC,2020-03-22 01:35:03.209637,2020-03-22 01:35:28.092225,2.0,5,False,True,13,1710.0,4769.333333333332,0.12,,13,1838128.4999999881,21842.105263157893,13,355.0,355.0,135.0,596.0,33728920.0,142.69406392694066,4093.0,23,23,34548.98448,59348.98448000001,,89143.28000000001,1.5,66.57707062158808,745 5th Ave.,New York,NY,10151.0,40.763268,-73.973526,402710.924,114802.72,287908.20399999997
1706,1928.0,88.0,193,Hilton Garden Inn MDR,32.0,Lodging (Hotels/Motels),2251.0,Greenholt-Mraz,2020-03-22 06:23:14.489219,2020-03-22 06:23:22.024986,2.0,5,False,True,1,32.0,7756.0,0.10856732,,1,1296.0,29500.0,1,2.0,2.0,2.0,9.5,166440.0,5.707762557077626,19.0,1,1,8162.965735929921,8162.965735929921,2042.5,2042.46466,0.25,399.66252027733594,4200 Admirality Way,Marina del Rey,CA,90292.0,33.98372,-118.45799,119283.776,44095.72,75188.056
1716,1945.0,1143.0,276,TZ Curry_262,54.0,Schools (Jr./Sr. High),2239.0,Maggio Inc,2020-03-22 00:16:31.322404,2020-03-22 00:17:03.67884,2.0,5,False,True,19,2223.0,4978.666666666665,0.075,,19,5664537.449999997,14157.894736842105,19,5089.0,5089.0,434.0,1816.0,28890220.0,1875.1525812604114,12412.0,61,61,7196.310105000001,7547.07585392766,,53989.0,7.16,13.978913952708256,,,,,,,124841.0214,28890.22,95950.8014
1718,1943.0,120.0,115,8212 Coffee_293,,,2228.0,Runolfsson and Sons,2020-03-22 05:40:38.56268,2020-03-22 05:40:42.000161,2.0,5,False,True,3,6.0,2814.0,0.07,,3,10908.0,10000.0,3,102.0,102.0,53.0,2806.0,40170624.0,40.06410256410257,32188.0,5,5,0.0,3180.0000000000005,,16993.125,5.34,18.713450292397663,,,,,,,40170.623999999996,40170.623999999996,0.0
1724,1951.0,1166.0,276,The Golf Club of Oklahoma,65.0,Other,2239.0,Maggio Inc,2020-03-22 00:42:20.473642,2020-03-22 00:42:26.903464,2.0,5,False,True,1,24.0,2648.0,0.08,,1,12000.0,10000.0,1,16.0,16.0,16.0,278.0,5782400.0,76.92307692307692,4448.0,1,1,4423.436,4423.436,1174.0,38226.0,,11.571799298906505,,,,,,,71874.54,16581.59,55292.95
1725,1956.0,1168.0,15,CM Fabricating,,,,"Anderson, Shields and Hyatt",2020-03-22 05:38:57.711442,2020-03-22 05:38:59.733219,2.0,5,False,True,1,2.0,3744.0,0.15,,1,416.0,10000.0,1,47.0,47.0,47.0,60.0,10558080.0,26.709401709401718,2820.0,1,1,3906.4896,3906.4896,,10096.471914625,2.58,38.69163043321449,501 Santa Fe St,Kansas City ,MO,64105.0,39.107937,-94.59753,36601.344,10558.08,26043.264
1727,1961.0,1174.0,154,Salty Curry_233,5.0,Church,,Nolan-Wolf,2020-03-22 05:38:40.868982,2020-03-22 05:38:42.954128,2.0,5,False,True,1,1.0,2200.0,0.11,,1,94.0,10000.0,1,12.0,12.0,12.0,35.0,924000.0,11.363636363636365,420.0,1,1,171.33599999999996,501.336,,1100.52,2.2,45.55446516192345,,,,,,,2481.6,924.0,1557.6
1728,1962.0,1.0,349,MG Schools,,,,Huel LLC,2020-03-21 19:04:42.199623,2020-03-21 19:09:25.945458,2.0,5,False,True,39,332045.0,3017.142857142857,0.1,,39,1012524240.0,19792.45283018868,39,971843.0,2355956.0,19988.0,12415.0,533789120.0,36715.034486061886,265016.0,961,2398,55614.779999999904,55614.779999999904,,289958.64666666643,5.21,19.18024540372962,,,,,,,1233803.56,677655.76,556147.8
1728,1982.0,2.0,349,MG Schools,,,,Huel LLC,2020-03-21 19:09:26.31048,2020-03-21 19:13:32.2294,2.0,5,False,True,40,332045.0,3017.142857142857,0.1,,40,1038486400.0,19792.45283018868,40,972168.0,2356279.0,20311.0,11452.0,504338680.0,36733.216304243695,250033.0,962,2398,58551.02400000001,58551.02400000001,25000.0,899913.6458333327,,6.506293606180506,,,,,,,1233803.56,648293.32,585510.2400000001
1728,1985.0,3.0,349,MG Schools,,,,Huel LLC,2020-03-21 18:59:53.697188,2020-03-21 19:04:41.817563,2.0,5,False,True,40,332045.0,3017.142857142857,0.1,,40,1038486400.0,19792.45283018868,40,972170.0,974684.0,7978.0,28102.0,511347080.0,28236.796947344883,252598.0,962,987,57858.9840000001,57858.9840000001,,861849.7333333327,,6.713349411413268,,,,,,,1233803.56,655213.72,578589.8400000001
1736,1973.0,46.0,347,Condo PR,,,,Upton LLC,2020-03-21 16:04:12.659989,2020-03-21 16:04:17.648555,2.0,5,False,True,9,264.0,6570.0,0.2,,9,191376.0,13363.636363636364,9,461.0,461.0,461.0,246.0,58810260.0,79.90867579908678,7409.0,9,9,17212.523999999998,17212.523999999998,,37345.506,2.17,46.08994720810583,123 TEST,CITY,PR,12345.0,18.217648,-66.4108,150733.32,64670.7,86062.62000000001
1736,2016.0,672.0,347,Condo PR,,,,Upton LLC,2021-04-28 21:47:19.644533,2021-04-28 21:47:24.648302,2.0,5,False,True,9,264.0,6570.0,0.2,,9,191376.0,13363.636363636364,9,0.0,0.0,,,,,,9,9,1.82431847406406e-12,1.82431847406406e-12,,2238.0,,8.151557078034227e-14,123 TEST,CITY,PR,12345.0,18.217648,-66.4108,150733.32,150733.32,0.0
1740,1976.0,946.0,307,Park City Community Foundation,40.0,Office (General Office Types),2339.0,"Tillman, Mann and Berge",2020-03-22 06:19:16.043748,2020-03-22 06:19:18.206323,2.0,5,False,True,1,1.0,2600.0,0.1,,1,59.0,24000.0,1,23.0,46.0,46.0,12.5,1495000.0,19.23076923076923,575.0,1,2,203.32,203.32,,676.0,3.32,30.076923076923073,,,,,,,3528.2,1495.0,2033.2
1742,1981.0,1058.0,51,YMCA North Shore,22.0,Gymnasium,2249.0,Borer-Gutkowski,2020-03-22 06:17:34.04818,2020-03-22 06:17:35.478433,2.0,5,False,True,1,1.0,5800.0,8.53,,1,45.0,24000.0,1,1.0,1.0,1.0,14.0,81200.0,17.24137931034483,14.0,1,1,1533.694,1533.694,,0.0,0.0,inf,,,,,,,261.0,81.2,179.8
1746,1987.0,1133.0,276,Spartan Jenks Building 5 & 6,,,2239.0,Maggio Inc,2020-03-22 00:41:20.980485,2020-03-22 00:41:27.53343,2.0,5,False,True,4,40.0,2470.0,0.08,,4,14200.0,23000.0,4,50.0,50.0,24.0,276.0,3213600.0,137.36263736263734,1068.0,6,6,350.12639999999993,350.57436110542506,140.0,1202.0,3.43,29.16592022507697,,,,,,,7590.18,3213.6,4376.58
1752,1988.0,1135.0,276,Spartan Main Campus 1st Floor Administration,,,2239.0,Maggio Inc,2020-03-22 00:41:32.478695,2020-03-22 00:41:35.938201,2.0,5,False,True,7,448.0,4069.0,0.08,,7,286272.0,20714.285714285714,7,208.0,208.0,70.0,352.0,8652800.0,153.84615384615384,3328.0,11,11,1243.424,1429.02550119413,1024.0,4138.0,2.9,34.53420737540189,8830 East Pine Street,Tulsa,OK,74115.0,36.176871999999996,-95.878784,24195.6,8652.8,15542.8
1752,1991.0,1136.0,276,Spartan Main Campus 1st Floor Administration,,,2239.0,Maggio Inc,2020-03-22 00:41:36.014889,2020-03-22 00:41:39.558747,2.0,5,False,True,7,448.0,4069.0,0.08,,7,286272.0,20714.285714285714,7,208.0,208.0,70.0,352.0,8652800.0,153.84615384615384,3328.0,11,11,1243.424,1429.02550119413,1390.0,3772.0,2.64,37.88508751840217,8830 East Pine Street,Tulsa,OK,74115.0,36.176871999999996,-95.878784,24195.6,8652.8,15542.8
1752,2030.0,1995.0,276,Spartan Main Campus 1st Floor Administration,,,2239.0,Maggio Inc,2020-03-22 00:41:27.656844,2020-03-22 00:41:32.37528,2.0,5,False,True,7,448.0,4069.0,0.08,,7,286272.0,20714.285714285714,7,208.0,208.0,70.0,352.0,8652800.0,153.84615384615384,3328.0,11,11,1243.424,1429.02550119413,580.0,4582.0,3.21,31.18781102562484,8830 East Pine Street,Tulsa,OK,74115.0,36.176871999999996,-95.878784,24195.6,8652.8,15542.8
1756,1992.0,1140.0,276,Green Kitchen_250,,,2239.0,Maggio Inc,2020-03-22 00:41:39.670361,2020-03-22 00:41:43.043771,2.0,5,False,True,3,30.0,5668.0,0.08,,3,9660.0,16333.333333333332,3,222.0,222.0,46.0,289.0,5624736.0,121.10805860805858,2161.0,7,7,924.56832,1082.29065367451,366.0,3022.0,2.79,35.81372116725712,,,,,,,17181.84,5624.736,11557.104
1765,2014.0,1157.0,184,Belly Subs_328,5.0,Church,2251.0,"Goodwin, Borer and Kuhic",2020-03-22 05:39:24.847844,2020-03-22 05:39:35.431797,2.0,5,False,True,5,988.0,1642.5,0.1,,5,368980.0,18923.076923076933,5,96.0,162.0,100.0,47.0,1204500.0,146.11872146118722,1100.0,6,12,251.85,251.85,,3324.1105500000012,,7.576462822513528,740 Matthews School Rd,Matthews,NC,28105.0,35.113803999999995,-80.71014,9522.12,7003.62,2518.500000000001
1771,2004.0,670.0,184,Enclave at Bailes Ridge,37.0,Multi-Family (Common Areas),2251.0,"Goodwin, Borer and Kuhic",2020-03-22 05:38:59.819921,2020-03-22 05:39:05.071161,2.0,5,False,True,3,20.0,4380.0,0.11,,3,6060.0,17500.0,3,1147.0,1147.0,730.0,94.0,32998920.0,45.662100456621005,7534.0,4,4,13508.419319999999,13508.419319999999,,8910.210000000001,0.66,151.60607123737822,,,,,,,160180.98,37377.168,122803.81199999999
1772,2006.0,671.0,276,Tech Ridge - Osage Bldg Common Areas,40.0,Office (General Office Types),2239.0,Maggio Inc,2020-03-22 00:42:14.137584,2020-03-22 00:42:19.787597,2.0,5,False,True,7,168.0,3526.666666666666,0.075,,7,57120.0,23428.571428571428,7,161.0,161.0,66.0,264.0,13648800.0,191.69301018616088,1692.0,13,13,1614.4410000000007,1807.22651688843,280.0,2590.0,1.43,69.77708559414788,"9726 East 42nd Street, Suite 100",Tulsa,OK,74146.0,36.10196,-95.86768000000001,35174.68,13648.8,21525.88
1775,2012.0,1170.0,307,Rancho Markets #7 ,52.0,Retail,2339.0,"Tillman, Mann and Berge",2020-03-22 05:38:45.044374,2020-03-22 05:38:48.438606,2.0,5,False,True,3,3.0,6570.0,0.13,,3,807.0,24000.0,3,363.0,1394.0,1394.0,37.5,114482250.0,45.662100456621005,17425.0,3,10,14857.9236,21972.9236,,25652.0,1.17,85.6577405270544,898 E 3300 S,Salt Lake City,UT,84106.0,40.698741999999996,-111.86627,228773.97,114482.25,114291.72
1790,2022.0,730.0,102,PTI Office Furniture ,,,2249.0,"Collier, Stroman and Auer",2020-03-21 15:57:35.198115,2020-03-21 15:57:53.008427,2.0,5,False,True,3,35.0,2704.0,0.15,,3,18144.0,19600.0,3,24.0,24.0,154.0,486.0,24757824.0,182.6930473372781,9156.0,8,8,6491.222400000002,7352.35706666667,,545.0,0.07,1349.056342507646,,,,,,,69492.8,26217.984,43274.816000000006
