project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude,existing_kwh,proposed_kwh,kwh_proposed_annual_savings
124,88.0,1287.0,19,Test product pricing,4.0,Bar,2336.0,"Blanda, Stiedemann and Kiehn",2020-03-22 05:25:52.185064,2020-03-22 05:25:54.18951,2.0,5,False,True,1,2.0,1000.0,0.08,,1,96.0,12500.0,1,10.0,10.0,10.0,7.0,70000.0,25.0,70.0,1,1,42.4,42.4,,110.153,2.6,38.49191578985592,,,,,,,960.0,430.0,530.0
125,89.0,212.0,115,SunLight Senior Living,39.0,Nursing Homes,2228.0,Runolfsson and Sons,2020-03-22 05:20:49.755122,2020-03-22 05:20:55.172925,2.0,5,False,True,6,120.0,6570.0,0.11,,6,38280.0,22666.66666666667,6,571.0,571.0,318.0,253.5,40563180.0,74.20091324200912,5740.5,10,10,3570.6197999999995,3570.6197999999995,,6484.54285714285,1.82,55.06355465084008,400 Western Ave,St. Paul,MN,55103.0,44.953228,-93.11598000000001,73023.36,40563.18,32460.18
129,91.0,1289.0,19,Company Role Abilities - LED Supply Test,,,2336.0,"Blanda, Stiedemann and Kiehn",2020-03-22 05:25:45.715894,2020-03-22 05:25:52.068225,2.0,5,False,True,3,128.0,6570.0,0.08,,3,24672.0,13750.0,3,66.0,66.0,44.0,106.0,10774800.0,30.82191780821918,1230.0,4,4,85702.23359999999,91991.063501568,,25720.069,0.28,357.66258442606835,,,,,,,1230972.72,159694.8,1071277.92
131,90.0,1303.0,122,"Mandarin Oriental Case Study - Washington, DC",32.0,Lodging (Hotels/Motels),2249.0,Jast and Sons,2020-03-22 05:21:57.872556,2020-03-22 05:22:15.313022,2.0,5,False,True,5,20.0,8760.0,0.14,,5,7580.0,7800.0,5,11400.0,11400.0,11400.0,94.0,1003020000.0,28.53881278538813,114500.0,5,5,593332.3200000001,593332.3200000001,,56746.0,0.1,1045.5932048073873,1330 Maryland Ave SW,Washington,DC,20024.0,38.88361,-77.03045,5241108.0,1003020.0,4238088.0
135,94.0,175.0,88,Dorel - Fontana - Exterior Lighting,62.0,Warehouse (Not Refrigerated),2254.0,Powlowski LLC,2020-03-22 05:20:46.680399,2020-03-22 05:20:49.609127,2.0,5,False,True,1,10.0,4380.0,0.15,,1,2940.0,10000.0,1,48.0,48.0,48.0,58.0,12193920.0,11.415525114155251,2784.0,48,48,2270.592,2270.592,,13188.6576,5.81,17.21624799782504,9950 Calabash Avenue,Fontana,CA,92335.0,34.073105,-117.504074,45385.56,30248.28,15137.28
141,97.0,1310.0,126,Cool Project Man,,,,Cassin-McDermott,2020-03-22 02:25:14.447046,2020-03-22 02:25:16.059174,2.0,5,False,True,2,2.0,5000.0,0.1,,2,84.0,12500.0,2,1000050.0,1000050.0,1000050.0,154.0,20037500000.0,25.0,4007500.0,2,2,997150.0,997150.0,,9615186.5,,10.370573675300006,physical address,physical,AR,22222.0,34.895527,-92.444626,30009000.0,20037500.0,9971500.0
143,98.0,1534.0,102,Bethel Industries,34.0,Manufacturing Facility,2249.0,"Collier, Stroman and Auer",2020-03-22 04:19:00.111421,2020-03-22 04:19:53.293626,2.0,5,False,True,6,1072.0,2700.0,0.1577,,6,536268.0,22500.0,6,3867.0,3867.0,291.0,2023.0,33272100.0,1336.2962962962965,12323.0,49,49,13426.861859999999,24679.50561,,3849.0,0.16,641.192663289166,,,,,,,158787.0,73645.2,85141.8
144,99.0,162.0,115,ServiceMaster by Ayotte,62.0,Warehouse (Not Refrigerated),2228.0,Runolfsson and Sons,2020-03-22 03:47:08.072747,2020-03-22 03:47:16.487462,2.0,5,False,True,6,168.0,3515.0,0.11,,6,183288.0,13333.333333333332,6,951.0,951.0,226.0,609.0,22046070.0,464.71956577927114,7876.0,14,14,2890.0476,2890.0476,,8478.130616071421,2.93,34.08826462901541,450 Armstrong Road,Northfield,MN,55057.0,44.455505,-93.18174,48319.23,22046.07,26273.160000000003
146,100.0,388.0,20,Nelson Auto Service,1.0,Auto Related,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 05:20:39.87881,2020-03-22 05:20:43.071414,2.0,5,False,True,4,8.0,2860.0,0.12,,4,5520.0,18500.0,4,20.0,28.0,28.0,174.0,3803800.0,92.65734265734268,1330.0,4,5,945.5160000000001,945.5160000000001,,3082.93224,3.26,30.66937338849848,115 S River Street,Hailey,ID,83333.0,43.51896,-114.31660500000001,11683.1,3803.8,7879.3
147,101.0,1311.0,116,Pala Casino,,,2228.0,Wintheiser-Spencer,2020-03-22 05:20:43.175879,2020-03-22 05:20:46.567583,2.0,5,False,True,1,2.0,8760.0,0.17,,1,326.0,10000.0,1,0.0,0.0,,,,,,1,1,69626.0568,69626.0568,,53984.0,0.78,128.97535714285715,,,,,,,582680.16,173115.12,409565.04
148,102.0,1300.0,28,French Drug Company,24.0,Hospitals / Health Care,2311.0,Sipes Group,2021-04-28 21:40:48.398566,2021-04-28 21:40:52.29213,2.0,5,False,True,7,84.0,3102.5,0.1,,7,55440.0,24000.0,7,0.0,0.0,,,,,,7,15,1.35003119794419e-13,1.35003119794419e-13,,0.0,,inf,,,,,,,45001.945,45001.945,0.0
149,103.0,1247.0,7,Acme Office 2,,,,Bartoletti and Sons,2020-03-22 01:28:10.622571,2020-03-22 01:28:12.591778,2.0,5,False,True,1,1.0,4000.0,,,1,28.0,24000.0,1,88.0,88.0,22.0,52.0,1144000.0,50.0,286.0,4,4,0.0,0.0,,323.4,,0.0,,,,,,,2464.0,1144.0,1320.0
150,104.0,403.0,115,NAPA Auto - Faribault,52.0,Retail,2228.0,Runolfsson and Sons,2020-03-22 05:31:05.585314,2020-03-22 05:31:07.73219,2.0,5,False,True,1,2.0,2469.0,0.11,,1,196.0,24000.0,1,80.0,80.0,80.0,60.0,17222400.0,27.87068004459309,4800.0,1,1,1199.8272000000004,1199.8272000000004,,10707.06849315072,8.92,11.205935600090037,417 1st Ave NW,Faribault,MN,55021.0,44.295320000000004,-93.2696,28129.92,17222.4,10907.519999999997
151,105.0,174.0,20,Idaho Lumber,,,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 05:30:59.445192,2020-03-22 05:31:04.115511,2.0,5,False,True,4,10.0,4368.0,0.05,,4,3456.0,14800.0,4,111.0,228.0,228.0,49.0,14501760.0,34.34065934065934,3320.0,4,7,882.336,882.336,,1029.9975599999998,1.17,85.6638922523273,921 Airport Way,Hailey,ID,83333.0,43.51177,-114.30743400000001,33651.072,16004.351999999999,17646.72
152,106.0,350.0,87,SAN MARCOS LIBRARY,29.0,Library,2220.0,Greenfelder Group,2020-03-22 05:21:53.310353,2020-03-22 05:21:54.77033,2.0,5,False,True,1,1.0,1768.0,0.1,,1,458.0,10000.0,1,56.0,56.0,56.0,135.0,13366080.0,84.84162895927602,7560.0,1,1,3197.9583999999995,3197.9583999999995,,40462.8,,7.903453048231954,625 E Hopkins,San Marcos,TX,78676.0,29.885465999999997,-97.93132,45345.664000000004,13366.08,31979.583999999995
156,108.0,585.0,20,US Bank Parking Garage - Ketchum,42.0,Parking Garages,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 05:20:37.37362,2020-03-22 05:20:39.79292,2.0,5,False,True,3,12.0,6479.0,0.09,,3,3480.0,19333.33333333333,3,31.0,56.0,56.0,43.0,7275264.0,15.236109388902305,918.0,3,7,795.3227999999997,795.3227999999997,,1570.31736,1.97,50.64726534004564,111 N Main St,Ketchum,ID,83340.0,43.679543,-114.3632,16112.184,7275.264,8836.919999999998
158,109.0,364.0,20,RLB Architectura,40.0,Office (General Office Types),2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 05:10:48.147335,2020-03-22 05:10:50.134155,2.0,5,False,True,2,4.0,2860.0,0.105,,2,712.0,24000.0,2,36.0,86.0,86.0,30.0,3689400.0,34.96503496503497,1290.0,36,86,328.4424,328.4424,,1395.168,4.25,23.54142296841671,711 Washington Ave.,Ketchum,ID,83340.0,43.682228,-114.36837,7338.76,3689.4,3649.36
159,119.0,699.0,128,Northland Racquet Club,65.0,Other,,"Boyle, Tillman and Brown",2020-03-22 04:00:52.595947,2020-03-22 04:01:03.072496,2.0,5,False,True,3,40.0,4450.0,0.1,,3,35256.0,18800.0,3,100.0,100.0,89.0,343.2,85669800.0,51.96868884540118,16519.2,4,4,35744.22,108462.42,,24396.483075000004,0.22,444.5821951736376,306 Tennis Ct,North Kansas City,MO,64116.0,39.151203,-94.58343,455502.0,98059.8,357442.2
160,110.0,392.0,20,Kendall Ford - Parking: CL Replacement,52.0,Retail,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 05:20:28.263839,2020-03-22 05:20:31.382057,2.0,5,False,True,5,5.0,4198.0,0.05,,5,5470.0,10000.0,5,157.0,157.0,157.0,283.0,44926996.0,47.6417341591234,10702.0,5,5,5733.4185,5733.4185,,17304.3911,3.02,33.13273762056845,250 E Overland Rd,Meridian,ID,83642.0,43.591797,-116.39027,159595.366,44926.996,114668.37
161,123.0,186.0,20,Atkinsons Market Ketchum,21.0,Food Stores,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 05:18:59.29043,2020-03-22 05:19:04.882103,2.0,5,False,True,8,27.0,7280.0,0.05,,8,14208.0,23111.111111111117,8,761.0,978.0,458.0,208.0,61130160.0,86.53846153846153,8397.0,12,20,3218.488000000001,3218.488000000001,,31544.859999999993,,10.202892008396935,451 4th Street East,Ketchum,ID,83340.0,43.682293,-114.36421000000001,133668.08,69298.32,64369.75999999997
165,400.0,1691.0,102,A&E Stores Sample Proposal (Replace 350 4 Lamp T8 to 95 Watt LED Highbay),,,2249.0,"Collier, Stroman and Auer",2020-03-22 03:51:20.719377,2020-03-22 03:51:29.129143,2.0,5,False,True,1,45.0,3560.0,0.15,,1,7776.0,19600.0,1,0.0,0.0,,,,,,1,1,9172.8,11391.8,,2625.0,0.23,433.9733333333333,,,,,,,166966.8,105814.8,61151.99999999999
166,113.0,559.0,129,Killeen Mall,52.0,Retail,2249.0,"Jacobs, Sipes and O'Keefe",2020-03-22 05:17:41.248297,2020-03-22 05:17:43.275953,2.0,5,False,True,2,12.0,3102.5,0.07658999999999999,,2,18780.0,10000.0,2,239.0,239.0,133.0,1393.0,275023485.0,106.84931506849314,68499.0,3,3,18652.2568056,19450.2568056,,264723.8153775,,7.347377030609673,,,,,,,518557.325,275023.485,243533.84000000003
168,115.0,540.0,20,Kendall Ford - Parking: AL/WP Replacement,52.0,Retail,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 05:20:24.949443,2020-03-22 05:20:28.176595,2.0,5,False,True,5,5.0,4198.0,0.055,,5,5470.0,10000.0,5,157.0,157.0,157.0,369.0,61324384.0,92.90138161029058,14608.0,5,5,5404.904009999998,5404.904009999998,,47245.04160999999,8.74,11.4401508090872,250 E Overland Rd,Meridian,ID,83642.0,43.591797,-116.39027,159595.366,61324.384000000005,98270.98200000002
170,118.0,327.0,20,Atkinsons Market Hailey,21.0,Food Stores,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 05:18:53.762505,2020-03-22 05:18:59.180234,2.0,5,False,True,4,36.0,5840.0,0.05,,4,15192.0,18500.0,4,3069.0,6236.0,876.0,178.0,76644160.0,98.45890410958904,13124.0,12,29,3873.964,3873.964,,10839.21872,2.8,35.74025121249698,93 E Croy St,Hailey,ID,83333.0,43.519496999999994,-114.31317,154123.44,76644.16,77479.28
171,117.0,369.0,20,Atkinsons Market Bellevue,21.0,Food Stores,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 05:17:43.356294,2020-03-22 05:17:48.369576,2.0,5,False,True,6,36.0,5840.0,0.05,,6,16020.0,20333.33333333333,6,606.0,1866.0,752.0,142.0,65314560.0,86.47260273972601,11184.0,10,25,3979.9599999999987,3979.9599999999987,,7065.769800000003,1.78,56.32733746859396,757 N. Main Street,Bellevue,ID,83313.0,43.474323,-114.26642,144913.76,65314.56,79599.20000000001
172,374.0,1305.0,128,Moore Brothers Wine Company,,,,"Boyle, Tillman and Brown",2020-03-22 05:21:52.227531,2020-03-22 05:21:53.226294,2.0,5,False,True,1,2.0,,,,1,180.0,1000.0,1,20.0,20.0,20.0,10.0,0.0,0.0,200.0,1,1,0.0,0.0,,85.0,,0.0,,,,,,,0.0,0.0,0.0
175,121.0,446.0,128,First Christian Church of Blue Springs,5.0,Church,,"Boyle, Tillman and Brown",2020-03-22 05:11:56.210485,2020-03-22 05:12:10.1881,2.0,5,False,True,16,128.0,2345.0,0.1,,16,417280.0,12500.0,16,822.0,822.0,246.0,1204.4,10835944.0,1374.8127766069547,7919.6,31,31,3243.9386000000004,23243.9386,,16208.999999999993,0.7,143.4014350052441,701 NW 15 St ,Blue Springs,MO,64015.0,39.024784000000004,-94.28199000000001,43275.33,10835.944,32439.386
176,120.0,1332.0,103,Elite Paint & Body,1.0,Auto Related,2251.0,Pfeffer Inc,2020-03-22 05:19:05.006386,2020-03-22 05:19:08.124846,2.0,5,False,True,5,20.0,6570.0,0.1,,5,21140.0,18600.0,5,14.0,16.0,12.0,372.8,4923996.0,54.794520547945204,1124.2,13,13,1256.5344,1256.5344,,3528.487167,2.81,35.61113702641957,3613 Avenue K ,Riviera Beach,FL,33404.0,26.792187,-80.06953399999998,17489.34,4923.996,12565.344
178,124.0,1334.0,103,New Heights Church,,,2251.0,Pfeffer Inc,2020-03-22 05:18:51.824978,2020-03-22 05:18:53.673704,2.0,5,False,True,2,4.0,520.0,0.11219000000000001,,2,3200.0,1500.0,2,70.0,70.0,70.0,70.0,1274000.0,115.3846153846154,2450.0,70,70,1401.4,1401.4,,9994.7673,7.13,14.021336944983206,,,,,,,15288.0,1274.0,14014.0
179,151.0,394.0,128,Kohl's Lenexa,52.0,Retail,,"Boyle, Tillman and Brown",2020-03-22 05:11:14.579686,2020-03-22 05:11:20.647863,2.0,5,False,True,2,20.0,4015.0,0.1,,2,10500.0,5500.0,2,572.0,572.0,117.0,1272.0,48300450.0,136.98630136986299,12030.0,14,14,6921.057,6921.057,,37067.5322,5.36,18.67148037440701,12381 W 95th Street ,Lenexa,KS,66215.0,38.954516999999996,-94.72955,101780.25,32569.68,69210.57
180,125.0,1337.0,103,New Heights Church - 2,5.0,Church,2251.0,Pfeffer Inc,2020-03-22 05:17:39.295905,2020-03-22 05:17:41.174467,2.0,5,False,True,2,2.0,520.0,0.11219000000000001,,2,1600.0,2000.0,2,70.0,70.0,70.0,70.0,1274000.0,115.3846153846154,2450.0,2,2,1572.2306600000006,1572.2306600000006,,9994.7673,6.36,15.730537918576658,,,,,,,15288.0,1274.0,14014.0
181,224.0,423.0,128,Meirowsky Building,40.0,Office (General Office Types),,"Boyle, Tillman and Brown",2020-03-22 05:01:32.140838,2020-03-22 05:01:49.498599,2.0,5,False,True,6,220.0,3120.0,0.1,,6,73128.0,19300.0,6,850.0,1695.0,161.0,523.0,10739040.0,447.1153846153846,3442.0,27,52,1473.888,1473.888,,425.38526499999983,0.29,346.4830875136213,,,,,,,25811.76,11072.88,14738.88
182,126.0,1339.0,87,ACE HARDWARE WIMBERLEY,,,2220.0,Greenfelder Group,2020-03-22 05:12:26.333422,2020-03-22 05:17:34.550791,2.0,5,False,True,5,5.0,4380.0,10.0,,5,3315.0,21200.0,5,352.0,6.0,6.0,558.0,2601720.0,105.02283105022829,594.0,324,5,1488455.4,1681924.61427179,,419.0,0.0,401413.9890863461,,,,,,,151447.26,2601.72,148845.54
183,127.0,1338.0,103,Tres Vidas HOA,9.0,Commercial Condos,2251.0,Pfeffer Inc,2020-03-22 05:17:34.671407,2020-03-22 05:17:39.141429,2.0,5,False,True,7,224.0,5475.0,0.10400000000000001,,7,73500.0,21250.0,7,142.0,182.0,182.0,103.0,18354390.0,132.4200913242009,3491.0,7,9,2565.7164,2565.7164,,25268.8432098,,10.153675729029572,2335 South Ocean Blvd,Palm Beach,FL,33480.0,26.634809999999998,-80.03773000000002,43024.74,18354.39,24670.35
184,144.0,1542.0,135,WalSmart Convenience store,54.0,Schools (Jr./Sr. High),2216.0,Kub LLC,2020-08-11 16:23:10.296046,2020-08-11 16:23:19.114106,2.0,5,False,True,4,1296.0,4421.0,0.1,,4,394560.0,12333.33333333333,4,705.0,705.0,230.0,290.0,29667200.0,114.15525114155253,4460.0,12,12,7992.623999999999,8579.122749119997,,16693.178,1.95,51.39298669863819,,,,,,,171360.2,71452.4,99907.80000000002
184,860.0,1541.0,135,WalSmart Convenience store,54.0,Schools (Jr./Sr. High),2216.0,Kub LLC,2021-04-28 21:44:11.968498,2021-04-28 21:44:18.856153,2.0,5,False,True,3,1296.0,4421.0,0.1,,3,295920.0,12333.33333333333,3,0.0,0.0,,,,,,3,3,0.0,2.55795384873636e-13,,0.0,,inf,,,,,,,171360.2,171360.2,0.0
184,2739.0,2704.0,135,WalSmart Convenience store,54.0,Schools (Jr./Sr. High),2216.0,Kub LLC,2020-08-11 16:23:26.009994,2020-08-11 16:23:34.010544,2.0,5,False,True,4,1296.0,4421.0,0.1,,4,394560.0,12333.33333333333,4,705.0,705.0,230.0,290.0,29667200.0,114.15525114155253,4460.0,12,12,7992.623999999999,8579.122749119999,,16693.178,1.95,51.39298669863821,,,,,,,171360.2,71452.4,99907.80000000002
185,128.0,1324.0,119,Neopix test,,,2218.0,Romaguera Group,2020-03-22 05:19:29.197068,2020-03-22 05:19:35.322815,2.0,5,False,True,2,76.0,522.5,30.0,,2,4104.0,6000.0,2,722.0,436.0,61.0,178.0,27585.0,17777.777777777777,613.0,36,28,1764.45,1766.6910869972,,2940.0,1.66,60.09153357133334,,,,,,,86.4,27.585,58.81500000000001
187,148.0,626.0,20,Kendall Ford - All,1.0,Auto Related,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 05:12:10.512282,2020-03-22 05:12:26.069754,2.0,5,False,True,14,504.0,3893.0,0.05,,14,969192.0,16142.857142857143,14,1879.0,4415.0,1124.0,822.0,117218392.0,430.13661014986695,30184.0,33,65,7663.8337,7663.8337,,65226.57014500001,8.55,11.749558014415195,250 E Overland Rd,Meridian,ID,83642.0,43.591797,-116.39027,270495.066,117218.39199999999,153276.674
188,130.0,184.0,128,NEEC,55.0,Schools (Preschool/Elementary),,"Boyle, Tillman and Brown",2020-03-22 03:53:22.090624,2020-03-22 03:53:37.970234,2.0,5,False,True,10,600.0,3250.0,0.1,,10,305400.0,18900.0,10,1596.0,1598.0,187.0,925.2,24905300.0,644.0,7115.8,28,29,4561.27,4561.27,,10836.8,2.38,42.09056178945815,8630 North Oak Trafficway,Kansas City,MO,64155.0,39.250977,-94.57665,70518.0,24905.3,45612.7
188,910.0,438.0,128,NEEC,55.0,Schools (Preschool/Elementary),,"Boyle, Tillman and Brown",2020-03-22 03:53:38.235394,2020-03-22 03:53:48.156941,2.0,5,False,True,10,600.0,3250.0,0.1,,10,305400.0,18900.0,10,1596.0,1598.0,187.0,925.2,24905300.0,644.0,7115.8,28,29,4561.27,4561.27,,6006.799999999997,1.32,75.93510687887064,8630 North Oak Trafficway,Kansas City,MO,64155.0,39.250977,-94.57665,70518.0,24905.3,45612.7
191,141.0,1317.0,119,Test 3,,,2218.0,Romaguera Group,2020-03-22 05:20:17.614448,2020-03-22 05:20:20.187978,2.0,5,False,True,1,15.0,,,,1,670.0,13333.33333333333,1,81.0,81.0,27.0,36996393.0,0.0,0.0,332967537.0,3,3,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0
192,142.0,1502.0,119,STR Project no. 1,4.0,Bar,2218.0,Romaguera Group,2020-03-22 04:34:57.769609,2020-03-22 04:34:59.253416,2.0,5,False,True,1,2.0,,,,1,2000.0,2000.0,1,44.0,10.0,5.0,26.0,0.0,0.0,65.0,10,2,0.0,0.0,,147.0,,0.0,Jameson Street,New York,NY,11111.0,40.750423,-73.99633,0.0,0.0,0.0
193,145.0,664.0,133,20KLM Ballast Driven,,,,Grant LLC,2020-03-22 05:17:48.468947,2020-03-22 05:17:50.052917,2.0,5,False,True,2,4.0,5000.0,0.08,,2,3572.0,10000.0,2,100.0,100.0,100.0,230.0,115000000.0,10.0,23000.0,2,2,9120.0,9120.0,,18633.333333333336,2.04,48.94454382826476,,,,,,,229000.0,115000.0,114000.0
195,147.0,493.0,103,Jehovah's Witness,5.0,Church,2251.0,Pfeffer Inc,2020-03-22 04:47:43.769653,2020-03-22 04:47:46.04198,2.0,5,False,True,4,12.0,4380.0,0.1,,4,8040.0,15000.0,4,68.0,92.0,92.0,183.0,15610320.0,50.22831050228311,3564.0,4,6,3760.668,3760.668,,16824.903677758317,4.47,22.35179512481498,4810 Purdy Lane,West Palm Beach,FL,33411.0,26.643982,-80.118034,53217.0,15610.32,37606.68
199,153.0,746.0,15,McDonald's - PBI Industries - 150 HWY,19.0,Fast Food Restaurants,,"Anderson, Shields and Hyatt",2020-03-22 06:22:34.893406,2020-03-22 06:22:38.284426,2.0,5,False,True,3,9.0,4380.0,0.1,,3,11286.0,19333.33333333333,3,35.0,103.0,101.0,345.0,20367000.0,45.662100456621005,4650.0,14,19,4328.316,4328.316,,5394.005807956452,1.25,80.24307266439162,125 Southwest M 150 Highway,Lee's Summit,MO,64063.0,38.852158,-94.3778,63650.16,20367.0,43283.16
200,157.0,1350.0,129,Brazos Transit Parking Garage,42.0,Parking Garages,2249.0,"Jacobs, Sipes and O'Keefe",2020-03-22 05:11:02.507423,2020-03-22 05:11:05.793435,2.0,5,False,True,2,8.0,6380.0,0.063,,2,5032.0,10000.0,2,414.0,414.0,414.0,195.0,217900800.0,36.41552511415525,26415.0,394,394,30650.70456,30650.70456,,123877.24999999994,4.04,24.742803509118914,200-298 E 27th St,Bryan,TX,77803.0,30.672764,-96.37206,704419.92,217900.8,486519.12000000005
202,158.0,749.0,15,McDonald's - King Managment - 8th and Minnesota,19.0,Fast Food Restaurants,,"Anderson, Shields and Hyatt",2020-03-22 06:17:13.535413,2020-03-22 06:17:16.330352,2.0,5,False,True,1,2.0,4380.0,0.1,,1,2160.0,10000.0,1,28.0,28.0,14.0,600.0,18396000.0,22.831050228310502,4200.0,2,2,4782.960000000001,4782.960000000001,,5819.275,1.22,82.19168195350798,812 Minnesota Ave,Kansas City,KS,66101.0,39.11575,-94.63069,66225.6,18396.0,47829.60000000001
204,197.0,1353.0,142,Test lighting retrofit,,,2238.0,Maggio-Fadel,2020-03-22 05:10:50.212805,2020-03-22 05:10:52.422589,2.0,5,False,True,1,1.0,2400.0,0.12,,1,36.0,24000.0,1,25.0,25.0,25.0,10.0,600000.0,20.83333333333333,250.0,1,1,187.2,187.2,,0.0,0.0,inf,,,,,,,2160.0,600.0,1560.0
206,166.0,1345.0,129,Anytime Fitness - Temple Texas,,,2249.0,"Jacobs, Sipes and O'Keefe",2020-03-22 05:11:51.43744,2020-03-22 05:11:56.066929,2.0,5,False,True,3,60.0,6552.0,0.09,,3,19080.0,21333.33333333333,3,699.0,614.0,227.0,528.0,68455296.0,91.57509157509158,8508.0,499,419,3576.6057599999995,3576.6057599999995,,17300.329415,4.84,20.67362808074021,,,,,,,77584.416,37844.352,39740.064
208,163.0,1249.0,143,TEST PROJECT 2/6/17,,,2220.0,Kirlin LLC,2020-03-22 05:32:57.220595,2020-03-22 05:33:01.684544,2.0,5,False,True,2,2.0,8760.0,0.07,,2,404.0,12500.0,2,150.0,400.0,400.0,14.0,24528000.0,8.561643835616437,2800.0,2,6,6315.96,6315.96,,1862.0,0.29,339.203007518797,,,,,,,114756.0,24528.0,90228.0
209,164.0,1348.0,115,Ferrin's Furniture,52.0,Retail,2228.0,Runolfsson and Sons,2020-03-22 05:11:24.965207,2020-03-22 05:11:37.172584,2.0,5,False,True,4,16.0,2500.0,0.11,,4,3968.0,1250.0,4,289.0,289.0,289.0,41.0,9150000.0,80.0,3660.0,288,288,4552.9,4552.9,,578.0,0.13,787.698961937716,,,,,,,50540.0,9150.0,41390.0
212,180.0,1352.0,129,Falls Community Hospital and Clinic,24.0,Hospitals / Health Care,2249.0,"Jacobs, Sipes and O'Keefe",2020-03-22 05:10:52.502525,2020-03-22 05:10:59.244811,2.0,5,False,True,3,6.0,4368.0,0.059000000000000004,,3,1656.0,24000.0,3,2555.0,2555.0,772.0,344.0,127283520.0,103.021978021978,29140.0,9,9,12310.386815999998,22158.6962688,,68063.76703999999,3.07,32.55578883222505,322 Coleman St,Marlin,TX,76661.0,31.307493,-96.89307,335934.144,127283.52,208650.62399999995
215,169.0,1356.0,115,Bigos Corporate Headquarters,40.0,Office (General Office Types),2228.0,Runolfsson and Sons,2020-03-22 05:09:47.450194,2020-03-22 05:09:51.371911,2.0,5,False,True,4,8.0,6255.0,0.1,,4,2552.0,18500.0,4,285.0,285.0,285.0,128.6,74538840.0,22.831050228310502,8509.0,4,4,6698.772000000001,6698.772000000001,,4735.0,0.71,141.47353748680044,8325 Wayzata Blvd,Golden Valley,MN,55426.0,44.97264000000001,-93.38571,141526.56,74538.84,66987.72
216,226.0,1260.0,144,Test Project,,,2214.0,"Mosciski, Von and Orn",2020-03-22 05:32:24.637526,2020-03-22 05:32:25.894168,2.0,5,False,True,1,1.0,8760.0,10.0,,1,35.0,20000.0,1,2.0,2.0,2.0,25.0,438000.0,0.002853881278538813,50.0,1,1,1752.0,1752.0,,0.0,0.0,inf,,,,,,,613.2,438.0,175.20000000000005
217,171.0,568.0,20,Premier Auto Group,,,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 05:09:42.818129,2020-03-22 05:09:47.364075,2.0,5,False,True,1,1.0,3328.0,0.05,,1,112.0,24000.0,1,130.0,520.0,520.0,15.0,25958400.0,15.024038461538465,7800.0,1,4,1124.864,1124.864,,436.79999999999916,0.39,257.5238095238099,636 Pole Line Rd,Twin Falls,ID,83301.0,42.592045,-114.49309,48455.68,25958.4,22497.28
219,174.0,1355.0,115,7500 Setzler Parkway,,,2228.0,Runolfsson and Sons,2020-03-22 05:10:30.615926,2020-03-22 05:10:33.607861,2.0,5,False,True,4,4.0,4380.0,0.06337899999999999,,4,7712.0,10000.0,4,29.0,29.0,29.0,436.0,16276080.0,182.648401826484,3716.0,4,4,3664.59786402,3664.59786402,,24056.840000000004,6.56,15.233080753831342,,,,,,,74096.46,16276.08,57820.38000000001
221,175.0,445.0,100,McKinstry Denver Bldg.,62.0,Warehouse (Not Refrigerated),2349.0,"Kuhlman, Cummerata and Mertz",2020-03-22 04:57:43.562522,2020-03-22 04:58:15.177734,2.0,5,False,True,5,540.0,2626.666666666666,8.0,,5,539730.0,18400.0,5,208.0,208.0,82.0,504.0,26151840.0,81.12157534246576,7668.0,7,8,555379.6799999999,555379.6799999999,,40372.5848,0.07,1375.6356764157442,4800 Denver Ave. S.,Seattle,WA,98134.0,47.559666,-122.33146,105226.06,35803.6,69422.45999999999
